node1,node2,WKT,category,lanes
243993295,2080512126,"LINESTRING(76.84778594970703 43.8754768371582,76.84819030761719 43.87530517578125,76.84860229492188 43.87516784667969,76.85041046142578 43.8746452331543,76.86517333984375 43.870731353759766,76.87206268310547 43.86907958984375,76.89301300048828 43.8642578125,76.89399719238281 43.86406707763672,76.93014526367188 43.858848571777344,76.93022918701172 43.85883712768555,76.98548889160156 43.8508186340332,76.9874496459961 43.8504524230957,76.98849487304688 43.85013198852539,76.98979949951172 43.84968948364258,76.99137878417969 43.84903335571289,76.99250793457031 43.84850311279297,76.9949951171875 43.84695053100586,76.99726867675781 43.845672607421875,76.99866485595703 43.84497833251953,77.0001449584961 43.8443489074707,77.00098419189453 43.8440055847168,77.00221252441406 43.84357833862305)",secondary,1
2080512126,2080512097,"LINESTRING(77.00221252441406 43.84357833862305,77.00324249267578 43.843223571777344,77.00454711914063 43.842864990234375,77.00685119628906 43.84231185913086,77.00885772705078 43.84195327758789,77.0113525390625 43.8415641784668,77.01265716552734 43.84148406982422)",secondary,1
2080512097,2080512246,"LINESTRING(77.01265716552734 43.84148406982422,77.01325225830078 43.84146499633789,77.01409149169922 43.84153366088867,77.01487731933594 43.84164810180664,77.01543426513672 43.841773986816406,77.01593017578125 43.84193420410156,77.0182876586914 43.84278869628906,77.0224838256836 43.84425354003906)",secondary,1
2080512246,2080512312,"LINESTRING(77.0224838256836 43.84425354003906,77.02323150634766 43.84445571899414)",secondary,1
2080512312,2080512221,"LINESTRING(77.02323150634766 43.84445571899414,77.02396392822266 43.844505310058594,77.02798461914063 43.844425201416016)",secondary,1
2080512221,2071486207,"LINESTRING(77.02798461914063 43.844425201416016,77.0315933227539 43.84415817260742)",secondary,1
301331945,6896182446,"LINESTRING(77.0553207397461 43.87418746948242,77.05204772949219 43.87577819824219,77.0508041381836 43.876426696777344,77.0433349609375 43.88025665283203)",unclassified,1
6896182446,2071440624,"LINESTRING(77.0433349609375 43.88025665283203,77.03861999511719 43.88267135620117)",unclassified,1
2071440624,6938753497,"LINESTRING(77.03861999511719 43.88267135620117,77.02760314941406 43.8883171081543,77.02641296386719 43.88890075683594)",unclassified,1
6938753497,6938672483,"LINESTRING(77.02641296386719 43.88890075683594,77.02552032470703 43.88933563232422,77.02449035644531 43.88987731933594,77.02273559570313 43.89080047607422,77.02220916748047 43.891082763671875,77.02188873291016 43.89132308959961,77.02104187011719 43.891998291015625,77.0201187133789 43.89272689819336,77.01946258544922 43.89326095581055)",unclassified,1
6938672483,2075522540,"LINESTRING(77.01946258544922 43.89326095581055,77.01924896240234 43.89344024658203)",unclassified,1
336321471,243992546,"LINESTRING(77.08423614501953 43.90324783325195,77.08392333984375 43.90306854248047,77.08353424072266 43.90293884277344,77.08302307128906 43.90287399291992,77.08202362060547 43.9028434753418,77.08051300048828 43.90280532836914,77.07966613769531 43.9028434753418,77.07913208007813 43.90299987792969)",trunk,1
243992546,342808578,"LINESTRING(77.07913208007813 43.90299987792969,77.07929229736328 43.90264892578125,77.0793685913086 43.90230178833008,77.07966613769531 43.89970016479492,77.07967376708984 43.89908981323242,77.07960510253906 43.89859390258789)",trunk,1
582846166,582846212,"LINESTRING(77.08108520507813 43.901466369628906,77.0816421508789 43.901065826416016,77.08230590820313 43.900569915771484,77.08270263671875 43.90030288696289)",tertiary,1
582846166,27523702,"LINESTRING(77.08108520507813 43.901466369628906,77.08099365234375 43.90185546875,77.08104705810547 43.9022331237793,77.0812759399414 43.9024543762207,77.08161926269531 43.902591705322266,77.08189392089844 43.9025764465332,77.08222961425781 43.90250778198242,77.08255767822266 43.902313232421875,77.0826416015625 43.90202713012695,77.08260345458984 43.90174102783203,77.08212280273438 43.901092529296875)",trunk,1
531349889,582846166,"LINESTRING(77.08136749267578 43.90037536621094,77.08089447021484 43.900211334228516,77.080322265625 43.90027618408203,77.08012390136719 43.90041732788086,77.0799331665039 43.90064239501953,77.07984924316406 43.90093994140625,77.08014678955078 43.901268005371094,77.08048248291016 43.901397705078125,77.08108520507813 43.901466369628906)",trunk,1
3891073229,5333996975,"LINESTRING(77.09318542480469 43.91200637817383,77.09426879882813 43.9130744934082,77.09558868408203 43.91441345214844)",trunk,1
5333996975,5333997033,"LINESTRING(77.09558868408203 43.91441345214844,77.09619903564453 43.9150390625,77.09681701660156 43.91572952270508)",trunk,1
5333997033,5333996973,"LINESTRING(77.09681701660156 43.91572952270508,77.0971450805664 43.91609191894531,77.09850311279297 43.91779327392578)",trunk,1
292254810,5333922929,"LINESTRING(77.0396499633789 43.83946990966797,77.0395278930664 43.838565826416016,77.03949737548828 43.83833312988281)",motorway,1
5333922929,4744687763,"LINESTRING(77.03949737548828 43.83833312988281,77.03948211669922 43.83818817138672)",motorway,1
4744687763,4744687760,"LINESTRING(77.03948211669922 43.83818817138672,77.03936004638672 43.83724594116211)",motorway,1
4744687760,4744687764,"LINESTRING(77.03936004638672 43.83724594116211,77.0361328125 43.812252044677734,77.03404235839844 43.79547119140625,77.03312683105469 43.788787841796875,77.03292083740234 43.78741455078125,77.03270721435547 43.78620910644531,77.0304946899414 43.77552032470703,77.02995300292969 43.77293395996094,77.0286636352539 43.76667404174805,77.02735137939453 43.760459899902344,77.027099609375 43.7586669921875,77.02691650390625 43.75677490234375,77.02693176269531 43.75577163696289)",motorway,1
336321471,27523702,"LINESTRING(77.08423614501953 43.90324783325195,77.08212280273438 43.901092529296875)",trunk,1
27523702,531349889,"LINESTRING(77.08212280273438 43.901092529296875,77.08136749267578 43.90037536621094)",trunk,1
531349889,342808578,"LINESTRING(77.08136749267578 43.90037536621094,77.07960510253906 43.89859390258789)",trunk,1
342808578,2073803262,"LINESTRING(77.07960510253906 43.89859390258789,77.07710266113281 43.89607620239258)",trunk,1
2073803262,6870935208,"LINESTRING(77.07710266113281 43.89607620239258,77.07427978515625 43.89323425292969)",trunk,1
6870935208,2078678817,"LINESTRING(77.07427978515625 43.89323425292969,77.07272338867188 43.891666412353516)",trunk,1
2078678817,2077540423,"LINESTRING(77.07272338867188 43.891666412353516,77.0670394897461 43.88595962524414)",trunk,1
2077540423,6870958181,"LINESTRING(77.0670394897461 43.88595962524414,77.06446075439453 43.88334655761719,77.0624008178711 43.88126754760742)",trunk,1
6870958181,6870946773,"LINESTRING(77.0624008178711 43.88126754760742,77.06184387207031 43.880699157714844,77.06153106689453 43.88039779663086)",trunk,1
6870946773,1900270592,"LINESTRING(77.06153106689453 43.88039779663086,77.05914306640625 43.878021240234375)",trunk,1
1900270592,301331945,"LINESTRING(77.05914306640625 43.878021240234375,77.0553207397461 43.87418746948242)",trunk,1
301331945,1899135619,"LINESTRING(77.0553207397461 43.87418746948242,77.05176544189453 43.87057876586914)",trunk,1
1899135619,6930706421,"LINESTRING(77.05176544189453 43.87057876586914,77.05078887939453 43.86958694458008)",trunk,1
6930706421,1899135624,"LINESTRING(77.05078887939453 43.86958694458008,77.05044555664063 43.869239807128906,77.04822540283203 43.86701965332031,77.04792785644531 43.86669158935547)",trunk,1
2072361199,6870887591,"LINESTRING(77.09814453125 43.91762924194336,77.09697723388672 43.91616439819336,77.09603881835938 43.91511535644531,77.09410858154297 43.91315460205078,77.0930404663086 43.91207504272461,77.0926284790039 43.91166305541992)",trunk,1
6870887591,336321471,"LINESTRING(77.0926284790039 43.91166305541992,77.0899887084961 43.908992767333984,77.08576202392578 43.90480041503906,77.08423614501953 43.90324783325195)",trunk,1
7707423890,1906082207,"LINESTRING(77.04106903076172 43.84920120239258,77.04141998291016 43.852046966552734,77.04155731201172 43.85300827026367,77.04165649414063 43.853912353515625,77.04171752929688 43.85441589355469)",trunk,1
1906082207,1906082541,"LINESTRING(77.04171752929688 43.85441589355469,77.04177856445313 43.854698181152344,77.04206848144531 43.85603713989258,77.04243469238281 43.857322692871094,77.04261016845703 43.857845306396484,77.04279327392578 43.858367919921875,77.04292297363281 43.85869598388672)",trunk,1
1906082541,2070880573,"LINESTRING(77.04292297363281 43.85869598388672,77.04296112060547 43.858795166015625,77.04339599609375 43.85977554321289)",trunk,1
2070880573,7436506531,"LINESTRING(77.04339599609375 43.85977554321289,77.0434341430664 43.859867095947266,77.04363250732422 43.86026382446289)",trunk,1
7436506531,7436506541,"LINESTRING(77.04363250732422 43.86026382446289,77.04432678222656 43.86168670654297,77.04476928710938 43.862388610839844)",trunk,1
7436506541,3891071624,"LINESTRING(77.04476928710938 43.862388610839844,77.04511260986328 43.862937927246094)",trunk,1
3891071624,3891071652,"LINESTRING(77.04511260986328 43.862937927246094,77.04561614990234 43.863704681396484)",trunk,1
582846166,243992546,"LINESTRING(77.08108520507813 43.901466369628906,77.07913208007813 43.90299987792969)",tertiary,1
582846212,531350254,"LINESTRING(77.08270263671875 43.90030288696289,77.08441925048828 43.898963928222656,77.0851821899414 43.898372650146484)",tertiary,1
531350254,7270969268,"LINESTRING(77.0851821899414 43.898372650146484,77.08663177490234 43.897254943847656)",tertiary,1
7270969268,7270969269,"LINESTRING(77.08663177490234 43.897254943847656,77.08667755126953 43.897216796875,77.08733367919922 43.89678192138672)",tertiary,1
7270969269,7270969271,"LINESTRING(77.08733367919922 43.89678192138672,77.0877456665039 43.896507263183594)",tertiary,1
7270969271,7270969261,"LINESTRING(77.0877456665039 43.896507263183594,77.08826446533203 43.89616394042969)",tertiary,1
7270969261,7270969259,"LINESTRING(77.08826446533203 43.89616394042969,77.08866119384766 43.89590072631836)",tertiary,1
7270969259,531351688,"LINESTRING(77.08866119384766 43.89590072631836,77.08938598632813 43.895416259765625)",tertiary,1
1897148908,1899114147,"LINESTRING(77.04874420166016 43.843902587890625,77.04930114746094 43.843849182128906,77.04957580566406 43.84382629394531,77.05007934570313 43.843788146972656,77.05162048339844 43.843650817871094,77.05258178710938 43.84356689453125,77.05318450927734 43.843509674072266,77.05342102050781 43.84348678588867,77.05364227294922 43.843467712402344)",tertiary,1
1899114147,1897148601,"LINESTRING(77.05364227294922 43.843467712402344,77.05386352539063 43.84344482421875,77.0541763305664 43.843414306640625,77.05427551269531 43.843406677246094,77.05455017089844 43.84339141845703,77.05457305908203 43.84339141845703,77.05463409423828 43.843387603759766)",tertiary,1
1897148601,6085728157,"LINESTRING(77.05463409423828 43.843387603759766,77.05470275878906 43.843387603759766,77.05481719970703 43.8433837890625,77.05496215820313 43.8433837890625,77.05510711669922 43.843387603759766,77.05525207519531 43.84339141845703,77.05537414550781 43.84339141845703,77.05549621582031 43.84340286254883,77.05558013916016 43.84341049194336,77.05570220947266 43.84343719482422,77.05584716796875 43.843467712402344,77.05598449707031 43.843502044677734)",tertiary,1
6085728157,1897147814,"LINESTRING(77.05598449707031 43.843502044677734,77.0561752319336 43.84355163574219,77.05622863769531 43.843563079833984,77.05647277832031 43.84364700317383,77.05652618408203 43.84366989135742,77.05671691894531 43.843746185302734,77.05686950683594 43.84382629394531,77.05693817138672 43.8438606262207,77.05712890625 43.843963623046875,77.05716705322266 43.843990325927734,77.05731201171875 43.844078063964844,77.0573501586914 43.844112396240234,77.0575180053711 43.84425735473633,77.05755615234375 43.84429931640625,77.05767822265625 43.84442138671875,77.05777740478516 43.844539642333984,77.05783081054688 43.844600677490234,77.05790710449219 43.84471130371094,77.0579605102539 43.84479904174805,77.0580062866211 43.844879150390625,77.05831146240234 43.845428466796875,77.05854034423828 43.84587478637695,77.05859375 43.84596633911133,77.05863952636719 43.84606170654297)",tertiary,1
1897147814,1897148984,"LINESTRING(77.05863952636719 43.84606170654297,77.0588150024414 43.84640884399414,77.0588607788086 43.84648895263672,77.05918884277344 43.84716796875,77.0593490600586 43.84748458862305,77.05938720703125 43.84755325317383)",tertiary,1
1897148984,2071535026,"LINESTRING(77.05938720703125 43.84755325317383,77.0594253540039 43.84762191772461)",tertiary,1
2071535026,2071535119,"LINESTRING(77.0594253540039 43.84762191772461,77.05946350097656 43.84769058227539,77.05970764160156 43.848167419433594,77.05975341796875 43.8482551574707,77.05992126464844 43.84859085083008)",tertiary,1
2071535119,2071535164,"LINESTRING(77.05992126464844 43.84859085083008,77.05996704101563 43.84867858886719,77.06011199951172 43.848976135253906,77.06034851074219 43.84944534301758,77.06039428710938 43.84954071044922,77.06065368652344 43.850074768066406)",tertiary,1
2071535164,1897148676,"LINESTRING(77.06065368652344 43.850074768066406,77.06082153320313 43.85042190551758,77.06085968017578 43.85049057006836,77.06134796142578 43.85146713256836,77.06143188476563 43.851627349853516,77.06181335449219 43.85239028930664,77.0619125366211 43.85260009765625,77.06195068359375 43.852684020996094)",tertiary,1
1897148676,2071535386,"LINESTRING(77.06195068359375 43.852684020996094,77.0619888305664 43.8527717590332)",tertiary,1
2071535386,1899114544,"LINESTRING(77.0619888305664 43.8527717590332,77.0620346069336 43.852874755859375,77.06206512451172 43.852943420410156,77.06217193603516 43.85318374633789,77.06220245361328 43.8532600402832,77.062255859375 43.853397369384766,77.06227111816406 43.85343933105469,77.06230163574219 43.85354995727539,77.06233978271484 43.853702545166016,77.06243133544922 43.854148864746094,77.06253814697266 43.85475158691406,77.06255340576172 43.85483932495117)",tertiary,1
1899114544,1897149016,"LINESTRING(77.06255340576172 43.85483932495117,77.06257629394531 43.85500717163086)",tertiary,1
1897149016,1897148555,"LINESTRING(77.06257629394531 43.85500717163086,77.0625991821289 43.85514831542969)",tertiary,1
1897148555,1897147994,"LINESTRING(77.0625991821289 43.85514831542969,77.06262969970703 43.855308532714844)",tertiary,1
1897147994,1897148902,"LINESTRING(77.06262969970703 43.855308532714844,77.06263732910156 43.85539245605469,77.06275177001953 43.85618209838867,77.06282806396484 43.85660934448242,77.06292724609375 43.85711669921875,77.06306457519531 43.857975006103516,77.06307983398438 43.85808181762695,77.06322479248047 43.858970642089844,77.06326293945313 43.85918426513672)",tertiary,1
1897148902,1899114257,"LINESTRING(77.06326293945313 43.85918426513672,77.0634536743164 43.860252380371094,77.0635986328125 43.8612060546875,77.06361389160156 43.86127471923828)",tertiary,1
1899114257,1897149117,"LINESTRING(77.06361389160156 43.86127471923828,77.06362915039063 43.86138916015625)",tertiary,1
1897149117,1899045186,"LINESTRING(77.06362915039063 43.86138916015625,77.06365203857422 43.861515045166016)",tertiary,1
1899045186,1897148100,"LINESTRING(77.06365203857422 43.861515045166016,77.06376647949219 43.86221694946289)",tertiary,1
1897148100,1897148580,"LINESTRING(77.06376647949219 43.86221694946289,77.06379699707031 43.86257553100586,77.06370544433594 43.86288833618164)",tertiary,1
1897148107,1897148035,"LINESTRING(77.05280303955078 43.86563491821289,77.05268096923828 43.865562438964844,77.05244445800781 43.86543655395508)",tertiary,1
1897148035,1897147912,"LINESTRING(77.05244445800781 43.86543655395508,77.052734375 43.8654899597168,77.05294036865234 43.86552047729492)",tertiary,1
2071509765,1897149095,"LINESTRING(77.0498046875 43.84909439086914,77.0501937866211 43.84906005859375)",residential,1
1897149095,2071509745,"LINESTRING(77.0501937866211 43.84906005859375,77.05059814453125 43.849021911621094)",residential,1
2071509745,2071509823,"LINESTRING(77.05059814453125 43.849021911621094,77.05107879638672 43.84897994995117,77.05217742919922 43.84888458251953,77.05296325683594 43.848819732666016)",residential,1
2071509823,1897148725,"LINESTRING(77.05296325683594 43.848819732666016,77.05309295654297 43.84880828857422,77.0537109375 43.8487548828125,77.05451202392578 43.848690032958984,77.0548324584961 43.8486442565918)",residential,1
1897148725,2071535283,"LINESTRING(77.0548324584961 43.8486442565918,77.05500030517578 43.84861755371094)",residential,1
2071535283,1897148115,"LINESTRING(77.05500030517578 43.84861755371094,77.05679321289063 43.848323822021484,77.05716705322266 43.848243713378906)",residential,1
1897148115,1897149114,"LINESTRING(77.05716705322266 43.848243713378906,77.057373046875 43.84817123413086)",residential,1
1897149114,1899113489,"LINESTRING(77.057373046875 43.84817123413086,77.05818939208984 43.84788513183594,77.0590591430664 43.847652435302734)",residential,1
1899113489,1897147691,"LINESTRING(77.0590591430664 43.847652435302734,77.0592041015625 43.84760665893555)",residential,1
1897147691,1897148984,"LINESTRING(77.0592041015625 43.84760665893555,77.05938720703125 43.84755325317383)",residential,1
1897148100,1906028443,"LINESTRING(77.06376647949219 43.86221694946289,77.0641860961914 43.86211395263672)",residential,1
1906028443,1899045306,"LINESTRING(77.0641860961914 43.86211395263672,77.06424713134766 43.86210250854492,77.06440734863281 43.86207580566406,77.0647201538086 43.8620491027832)",residential,1
1899045306,1899045153,"LINESTRING(77.0647201538086 43.8620491027832,77.06522369384766 43.86201095581055,77.0660171508789 43.86195373535156)",residential,1
1899045153,1899045086,"LINESTRING(77.0660171508789 43.86195373535156,77.06678009033203 43.86189651489258,77.06690979003906 43.86188888549805)",residential,1
1899045086,1899045214,"LINESTRING(77.06690979003906 43.86188888549805,77.06834411621094 43.86180877685547,77.06883239746094 43.86177444458008)",residential,1
1899045214,1899045167,"LINESTRING(77.06883239746094 43.86177444458008,77.06982421875 43.8617057800293,77.07024383544922 43.86167907714844,77.0703353881836 43.861671447753906)",residential,1
1899045167,1899045097,"LINESTRING(77.0703353881836 43.861671447753906,77.07035827636719 43.861671447753906,77.0707015991211 43.86160659790039)",residential,1
1899045097,5930307016,"LINESTRING(77.0707015991211 43.86160659790039,77.07147216796875 43.8614616394043,77.07174682617188 43.861419677734375,77.07217407226563 43.861366271972656)",residential,1
5930307016,1897148889,"LINESTRING(77.07217407226563 43.861366271972656,77.07221221923828 43.86136245727539)",residential,1
1897148889,1906028423,"LINESTRING(77.07221221923828 43.86136245727539,77.07308197021484 43.86126708984375,77.07354736328125 43.86122512817383)",residential,1
1906028423,1906082482,"LINESTRING(77.07354736328125 43.86122512817383,77.0736312866211 43.8612174987793,77.07371520996094 43.861202239990234)",residential,1
1906082482,1897149241,"LINESTRING(77.07371520996094 43.861202239990234,77.07396697998047 43.861183166503906,77.07418823242188 43.861167907714844,77.0745620727539 43.86112594604492,77.074951171875 43.861087799072266)",residential,1
1897148107,1897147912,"LINESTRING(77.05280303955078 43.86563491821289,77.05281066894531 43.8656005859375,77.05282592773438 43.865570068359375,77.0528564453125 43.865543365478516,77.05289459228516 43.86552810668945,77.05294036865234 43.86552047729492)",tertiary,1
1897147912,1897147660,"LINESTRING(77.05294036865234 43.86552047729492,77.052978515625 43.86552047729492,77.05301666259766 43.86552810668945,77.05304718017578 43.865543365478516)",tertiary,1
1897147660,1897148466,"LINESTRING(77.05304718017578 43.865543365478516,77.0530776977539 43.86557388305664,77.0531005859375 43.865604400634766,77.0531005859375 43.86564254760742,77.05308532714844 43.86567687988281,77.05305480957031 43.86570739746094,77.05300903320313 43.865726470947266)",tertiary,1
1897148466,1897147809,"LINESTRING(77.05300903320313 43.865726470947266,77.05298614501953 43.86573028564453,77.0529556274414 43.8657341003418)",tertiary,1
1897147809,1897148107,"LINESTRING(77.0529556274414 43.8657341003418,77.05290985107422 43.86573028564453,77.05287170410156 43.86571502685547,77.05284118652344 43.86569595336914,77.05281066894531 43.865665435791016,77.05280303955078 43.86563491821289)",tertiary,1
1897147878,1897147688,"LINESTRING(77.09478759765625 43.89235305786133,77.09468841552734 43.892337799072266,77.09465026855469 43.892330169677734,77.09456634521484 43.892330169677734,77.094482421875 43.89234161376953,77.09441375732422 43.89236831665039,77.09430694580078 43.892425537109375)",tertiary,1
1902136498,1897149198,"LINESTRING(77.05096435546875 43.855995178222656,77.0511245727539 43.855987548828125,77.05125427246094 43.85597610473633,77.05130004882813 43.8559684753418)",residential,1
1897149198,1902136469,"LINESTRING(77.05130004882813 43.8559684753418,77.05159759521484 43.8559455871582,77.0519027709961 43.855918884277344)",residential,1
1902136469,1902136173,"LINESTRING(77.0519027709961 43.855918884277344,77.05216217041016 43.855899810791016,77.05256652832031 43.855865478515625)",residential,1
1902136173,2071509775,"LINESTRING(77.05256652832031 43.855865478515625,77.0527114868164 43.85585403442383,77.05309295654297 43.85581970214844,77.05432891845703 43.855716705322266)",residential,1
2071509775,1900270360,"LINESTRING(77.05432891845703 43.855716705322266,77.05451202392578 43.8557014465332,77.0548324584961 43.855674743652344)",residential,1
1900270360,1899114635,"LINESTRING(77.0548324584961 43.855674743652344,77.05599975585938 43.855567932128906,77.05670166015625 43.855506896972656)",residential,1
1899114635,1897148378,"LINESTRING(77.05670166015625 43.855506896972656,77.0568618774414 43.855491638183594)",residential,1
1897148378,1899113881,"LINESTRING(77.0568618774414 43.855491638183594,77.05697631835938 43.85548400878906)",residential,1
1899113881,1899113465,"LINESTRING(77.05697631835938 43.85548400878906,77.05706787109375 43.85547637939453,77.05770874023438 43.85541915893555)",residential,1
1899113465,1899114382,"LINESTRING(77.05770874023438 43.85541915893555,77.05805206298828 43.85538864135742,77.05946350097656 43.85526657104492,77.06023406982422 43.855201721191406)",residential,1
1899114382,1897147705,"LINESTRING(77.06023406982422 43.855201721191406,77.0604019165039 43.85519027709961)",residential,1
1897147705,3331490276,"LINESTRING(77.0604019165039 43.85519027709961,77.06058502197266 43.85517501831055)",residential,1
3331490276,1897148159,"LINESTRING(77.06058502197266 43.85517501831055,77.0606689453125 43.85517120361328)",residential,1
1897148159,1897148911,"LINESTRING(77.0606689453125 43.85517120361328,77.06219482421875 43.855037689208984)",residential,1
1897148911,1897148923,"LINESTRING(77.06219482421875 43.855037689208984,77.0623779296875 43.85502243041992)",residential,1
1897148923,1897149016,"LINESTRING(77.0623779296875 43.85502243041992,77.06257629394531 43.85500717163086)",residential,1
299216305,2071509760,"LINESTRING(77.04925537109375 43.845699310302734,77.0492935180664 43.84598159790039)",tertiary,1
2071509760,2071509762,"LINESTRING(77.0492935180664 43.84598159790039,77.0494155883789 43.84672927856445,77.04953002929688 43.84740447998047)",tertiary,1
2071509762,2071509817,"LINESTRING(77.04953002929688 43.84740447998047,77.04955291748047 43.847537994384766,77.04967498779297 43.84834289550781,77.04976654052734 43.84882354736328)",tertiary,1
2071509817,2071509765,"LINESTRING(77.04976654052734 43.84882354736328,77.0498046875 43.84904479980469,77.0498046875 43.84909439086914)",tertiary,1
2071509765,2071509821,"LINESTRING(77.0498046875 43.84909439086914,77.04987335205078 43.849456787109375)",tertiary,1
2071509821,1897147686,"LINESTRING(77.04987335205078 43.849456787109375,77.04996490478516 43.8499755859375,77.05010223388672 43.85087966918945,77.0502700805664 43.85186767578125,77.05037689208984 43.85248947143555)",tertiary,1
1897147686,6975921759,"LINESTRING(77.05037689208984 43.85248947143555,77.05039978027344 43.85265350341797,77.05058288574219 43.853729248046875,77.05059814453125 43.85382843017578)",tertiary,1
6975921759,1902136393,"LINESTRING(77.05059814453125 43.85382843017578,77.05065155029297 43.854148864746094)",tertiary,1
1902136393,1902135984,"LINESTRING(77.05065155029297 43.854148864746094,77.05074310302734 43.85472869873047)",tertiary,1
1902135984,1902136035,"LINESTRING(77.05074310302734 43.85472869873047,77.05087280273438 43.855464935302734)",tertiary,1
1902136035,1902136044,"LINESTRING(77.05087280273438 43.855464935302734,77.0508804321289 43.85552978515625)",tertiary,1
1902136044,1902136498,"LINESTRING(77.0508804321289 43.85552978515625,77.05096435546875 43.855995178222656)",tertiary,1
1902136498,1902136375,"LINESTRING(77.05096435546875 43.855995178222656,77.05099487304688 43.85615539550781)",tertiary,1
1902136375,1906081931,"LINESTRING(77.05099487304688 43.85615539550781,77.05110931396484 43.856876373291016,77.05125427246094 43.857845306396484,77.05130004882813 43.858123779296875,77.05133056640625 43.85832214355469)",tertiary,1
